,embed1_1,embed1_2,embed1_3,embed1_4,embed1_5,embed1_6,embed1_7,embed1_8,embed1_9,embed1_10,embed1_11,embed1_12,embed1_13,embed1_14,embed1_15,embed1_16,embed1_17,embed1_18,embed1_19,embed1_20,embed1_21,embed1_22,embed1_23,embed1_24,embed1_25,embed1_26,embed1_27,embed1_28,embed1_29,embed1_30,embed1_31,embed1_32,embed1_33,embed1_34,embed1_35,embed1_36,embed1_37,embed1_38,embed1_39,embed1_40,embed1_41,embed1_42,embed1_43,embed1_44,embed1_45,embed1_46,embed1_47,embed1_48,embed1_49,embed1_50,embed1_51,embed1_52,embed1_53,embed1_54,embed1_55,embed1_56,embed1_57,embed1_58,embed1_59,embed1_60,embed1_61,embed1_62,embed1_63,embed1_64,flow_seq_score
hda1_htl1,-0.08712323,0.075912915,-0.13315287,-0.9539912,-0.022102097,-0.19671567,0.08918187,0.2100028,0.35976237,-0.1421868,0.14754453,0.1827885,-0.04406901,0.017826345,-0.09266589,-0.068664655,-0.89467466,0.034724124,0.17930861,-0.6280905,-0.10816779,0.33655238,-0.34752408,-0.26463106,0.14844072,-0.09050189,-0.08729001,0.09625092,0.39342293,-0.43143877,0.18185334,0.34661517,0.17029236,-0.08196991,0.61351573,0.07846903,-0.28294268,0.06731297,0.02563096,-0.13631187,0.034483552,0.12353059,-0.04552343,0.061839763,-0.15091474,0.132388,-0.938613,-0.21389057,0.1510398,0.20808117,0.51744634,0.021816475,-0.012034787,-0.11785053,0.13292742,0.019543272,-0.045179676,-0.01579814,-0.029097827,0.24572065,-0.09151713,-0.03198753,0.39969164,-0.014260563,0.1897862295497479
hos2_nut2,-0.07077133,0.07991806,-0.15330483,-0.9518983,-0.030838564,-0.2474528,0.08971513,0.20575869,0.37632918,-0.1775679,0.13295856,0.18311998,-0.037469093,0.06138841,-0.08201318,-0.07145716,-0.9067548,0.03999055,0.1882824,-0.60946894,-0.120301545,0.3462253,-0.3412989,-0.27883402,0.15592395,-0.097714625,-0.0825667,0.0834927,0.42393774,-0.46366212,0.19124496,0.34483767,0.17662047,-0.07406431,0.572691,0.057117376,-0.30093202,0.08242513,0.021035587,-0.15482214,0.029111046,0.13814855,-0.04100025,0.06710826,-0.13370702,0.1512536,-0.9344439,-0.2505443,0.15319669,0.22559346,0.5128114,0.024978574,-0.013276761,-0.12256642,0.11156754,0.023785807,-0.05234364,-0.008126775,-0.020945419,0.26268113,-0.13517733,-0.03795202,0.44222698,-0.016704721,0.5662102096477005
ies5_hst2,-0.09984907,0.090386696,-0.12392813,-0.96760374,-0.016387934,-0.13527268,0.099743396,0.22554687,0.342125,-0.10633919,0.17100021,0.3217934,-0.06838479,0.05009726,-0.14959317,-0.08426958,-0.8038666,0.042644348,0.1962745,-0.5416841,-0.08909962,0.35845402,-0.37888524,-0.28131828,0.152362,-0.07434525,-0.09612376,0.072490916,0.50624275,-0.511009,0.22629513,0.40444484,0.17822841,-0.07311961,0.61742425,0.07312673,-0.2272526,0.06613306,0.013024421,-0.12722936,0.024674919,0.11988171,-0.037623063,0.047668017,-0.12000622,0.15198259,-0.9378777,-0.31500834,0.20455535,0.16768321,0.53840065,0.036808323,-0.013093188,-0.10549306,0.13055232,0.01951088,-0.0514626,-0.035499416,-0.026613839,0.36473843,-0.1584766,-0.04128208,0.3712514,-0.002264862,0.3718142224879006
eaf5_swc5,-0.10237028,0.066222854,-0.17590727,-0.96503335,-0.051516104,-0.18480064,0.07427311,0.15688816,0.3499681,-0.18691294,0.17608666,0.1745991,-0.061634082,0.0468629,-0.12490207,-0.10838288,-0.8237186,0.055413496,0.40719262,-0.6333572,-0.11594163,0.2919706,-0.25198784,-0.25600895,0.040692866,-0.14781788,-0.12011919,0.08665994,0.2533366,-0.35176867,0.15520172,0.44828445,0.11726475,-0.0732814,0.6078879,-0.004421504,-0.26693025,0.11770823,0.009512029,-0.13521017,0.057548665,0.12906387,0.034914676,-0.06303825,-0.24373582,0.062312223,-0.95860034,-0.51162654,0.14762293,0.22112787,0.69152474,0.025321092,-0.0141051,-0.13242449,0.13430469,0.039625652,-0.0121924225,-0.08296166,0.018792963,0.333119,-0.23055366,0.0030370867,0.33559737,0.02226813,0.5818254770956024
dpd4_vp16,-0.08570968,0.064906426,-0.108342886,-0.9655118,-0.02891745,-0.22102228,0.058933128,0.15246215,0.24745989,-0.18822043,0.1927531,0.22225103,-0.037304472,-0.033327546,-0.22090052,-0.085997775,-0.84576696,0.04466688,0.46374565,-0.6762422,-0.06848614,0.2563182,-0.26311255,-0.32473445,0.044038273,-0.16029656,-0.13455305,0.08690037,0.30186725,-0.37179488,0.17569461,0.45620167,0.09768042,-0.08177297,0.7425803,0.0033048247,-0.23289397,0.12026621,-0.0033417891,-0.11309961,0.078155816,0.15711153,0.04887285,-0.09383853,-0.36032435,0.08264243,-0.94991845,-0.52452815,0.17341031,0.20679629,0.59293056,0.043900777,0.012011983,-0.05825482,0.14976978,0.03566349,0.046052597,-0.120511875,0.04205626,0.30988735,-0.18024832,-0.013984555,0.27634093,0.03408652,0.3456030127597097
ies5_nut2,-0.071389146,0.085678086,-0.17742482,-0.9694288,-0.042575777,-0.16475813,0.09663964,0.14069688,0.3804316,-0.15837966,0.16191082,0.24431066,-0.036431883,0.16481245,-0.10313622,-0.07632985,-0.82904035,0.050963007,0.25338855,-0.5519155,-0.08973361,0.3485341,-0.22410402,-0.27089107,0.056104958,-0.1265977,-0.13352369,0.04808513,0.35627025,-0.51699007,0.1572033,0.4572754,0.15191361,-0.089453936,0.607209,0.021259014,-0.25184008,0.12710476,0.0032836497,-0.14800188,0.030373404,0.15026449,-0.006582624,0.086414516,-0.10840784,0.09090337,-0.930512,-0.4655747,0.15559445,0.22595473,0.5725776,0.028940117,-0.023834694,-0.12774915,0.09084985,0.03865283,-0.039465994,-0.06315394,0.01564071,0.4233032,-0.27495983,-0.0372212,0.3970102,0.011368007,0.5069530879699168
ies5_hhf2,-0.1109937,0.087458625,-0.16365561,-0.9672324,-0.03334397,-0.119579315,0.071049936,0.17168292,0.3784542,-0.13429932,0.1905309,0.29009947,-0.0465057,0.076715924,-0.06475824,-0.084955364,-0.7748237,0.05217243,0.26915762,-0.5940429,-0.09206702,0.3710541,-0.27499294,-0.23390825,0.057391413,-0.09408218,-0.1344421,0.073245786,0.40134534,-0.49334466,0.18476601,0.43815798,0.13941398,-0.07703231,0.66843665,0.04145846,-0.20793551,0.08508353,0.0466715,-0.11950459,0.03164453,0.12820306,0.0034520624,0.014031303,-0.15906775,0.08566587,-0.9428598,-0.4965433,0.19184655,0.19123475,0.5894905,0.036363073,-0.0066673225,-0.11402278,0.12121344,0.025045786,-0.013824106,-0.070911355,-0.0112382285,0.4265144,-0.2096106,0.0016977774,0.32946572,-0.003215787,0.4189678305166403
eaf5_btt1,-0.062872514,0.07169067,-0.16478075,-0.9631353,-0.03248285,-0.14280222,0.069632344,0.19786073,0.375945,-0.18164955,0.13730425,0.18838982,-0.037286915,0.080229685,-0.099449754,-0.08621799,-0.8444607,0.05044531,0.24080971,-0.6057611,-0.13074474,0.29780608,-0.26830006,-0.28773436,0.06092411,-0.14122462,-0.15302286,0.07134866,0.2790619,-0.41684923,0.1402318,0.4430236,0.16228922,-0.0828894,0.51742774,0.024053741,-0.2883881,0.09778994,0.0018350075,-0.12990007,0.036241997,0.1568827,-0.023881085,0.052692227,-0.10897211,0.09341501,-0.94054383,-0.36473525,0.15229657,0.20216222,0.66301453,0.016181514,-0.028821066,-0.13016866,0.097239174,0.030967727,-0.08160514,-0.040929236,-0.018003969,0.3080231,-0.2118447,-0.029904168,0.398246,-0.024463365,0.5864254309751495
eaf3_swc5,-0.098850735,0.052143674,-0.15418224,-0.97228634,-0.053821936,-0.20430048,0.05068014,0.12394853,0.32367125,-0.18890475,0.19274716,0.13554728,-0.064493105,0.00471864,-0.12726739,-0.12094238,-0.88123256,0.039135285,0.47377178,-0.6643847,-0.09476479,0.29083222,-0.27161956,-0.24335231,0.03340639,-0.12287618,-0.09067388,0.1020535,0.23436972,-0.29156193,0.12247267,0.4261371,0.10253772,-0.07806314,0.7258323,-0.0012736649,-0.29773265,0.14127247,0.015107146,-0.14413093,0.07923011,0.10446269,0.04416485,-0.10527723,-0.36350128,0.052177515,-0.9657547,-0.51603717,0.12659605,0.2237572,0.6415541,0.030552205,0.005156394,-0.1254851,0.16343747,0.044484723,0.057192992,-0.09000276,0.018237071,0.28316176,-0.14760576,0.009265516,0.29069906,0.019198608,0.2465675684780727
hat2_cdc36,-0.020271715,0.09832761,-0.1536797,-0.94445753,-0.033724587,-0.31169632,0.07042902,0.18252936,0.353312,-0.28331038,0.11221375,0.19234021,-0.036907174,-0.052297335,-0.05602982,-0.06110501,-0.88779706,0.047625773,0.20739853,-0.6992132,-0.095144205,0.3498959,-0.33151874,-0.24361408,0.10355601,-0.07197729,-0.077960104,0.099459894,0.45377934,-0.45866114,0.14780435,0.34233436,0.18923135,-0.09216783,0.6437672,0.0751841,-0.2941974,0.06811223,0.04154216,-0.14427425,0.032199543,0.18634456,-0.037358154,0.015678067,-0.16442506,0.1303,-0.9069138,-0.275548,0.13903922,0.2075839,0.46129206,0.025958495,-0.006435119,-0.089520484,0.107919164,0.012033833,-0.009444759,-0.0049666576,-0.024504805,0.28446957,-0.16852708,-0.049990308,0.46107072,-0.0070059574,0.34731180497517
hst2_dpd4,-0.103051275,0.0865663,-0.09547061,-0.9709645,-0.015096321,-0.12570518,0.08904314,0.21717328,0.29857346,-0.1264413,0.18004009,0.30594838,-0.06497696,0.008190278,-0.17369178,-0.088736616,-0.80993867,0.037706614,0.2633419,-0.5641039,-0.08270333,0.32571623,-0.38458014,-0.28613305,0.13639547,-0.09485197,-0.10544717,0.073619336,0.46731535,-0.45903763,0.20675008,0.41971916,0.16432962,-0.07916454,0.6728373,0.064808235,-0.23386148,0.07954163,-0.00092303194,-0.1289003,0.041931357,0.12811217,-0.015386252,0.004165282,-0.20149581,0.14635606,-0.94001186,-0.34290734,0.19959669,0.16783285,0.54468566,0.040834416,-0.010073313,-0.09644835,0.14745098,0.022658136,-0.015537725,-0.058301527,-0.014504592,0.3302447,-0.14683628,-0.027000584,0.340309,0.008369444,0.2080352306671413
ada2_nhp6a,-0.096793614,0.07396084,-0.13371311,-0.9842842,-0.04860987,-0.099302694,0.06318804,0.15013237,0.33123574,-0.1427888,0.19490309,0.21955137,-0.04640352,0.026078392,-0.15008971,-0.061721887,-0.8221501,0.043383133,0.2953253,-0.65410453,-0.100713715,0.34920895,-0.24520001,-0.24170747,0.08739866,-0.10282183,-0.119585864,0.095565654,0.3199642,-0.37579638,0.17328379,0.42117316,0.1469526,-0.1367264,0.64681184,0.09851658,-0.25918517,0.08585858,-0.017569544,-0.14957586,0.03342459,0.10287429,0.02421526,0.039488077,-0.17463529,0.1083546,-0.9403698,-0.37657163,0.13089453,0.18290487,0.5757493,0.033750832,-0.020023115,-0.09537661,0.13809866,0.035321828,-0.04181895,-0.011524837,-0.0018990724,0.33158937,-0.15433829,-0.014329662,0.3034609,0.031173404,0.5402676117908981
ada2_ldb7,-0.076031156,0.08379967,-0.13120545,-0.9796673,-0.04396946,-0.12903781,0.06513383,0.15846391,0.333108,-0.15418172,0.1911485,0.20684019,-0.042966377,0.026957806,-0.17603312,-0.07030912,-0.8592663,0.040781237,0.2841702,-0.653497,-0.099131964,0.32076418,-0.27195755,-0.24944809,0.095204696,-0.106778994,-0.11467024,0.08559529,0.32217854,-0.36285323,0.18796773,0.41769686,0.16468406,-0.12753202,0.6418424,0.088893056,-0.2831027,0.085365936,-0.017900934,-0.15446982,0.038113486,0.102267295,0.014893768,0.05987539,-0.18959928,0.11796167,-0.9444929,-0.33790892,0.1299735,0.20044658,0.54517955,0.03672908,-0.012819089,-0.113487534,0.12860881,0.040507335,-0.01394086,-0.010337001,-0.005740211,0.2934246,-0.14283238,-0.017719757,0.3199698,0.0027549488,0.6986768709633844
lge1_hos2,-0.057949137,0.0570343,-0.21788932,-0.95893955,-0.057842053,-0.41438794,0.04333319,0.15047546,0.36088383,-0.21653633,0.12605216,0.12725788,-0.017504398,-0.15874271,-0.1906921,-0.13484927,-0.9310178,0.037005834,0.42091465,-0.6911999,-0.14552951,0.3135261,-0.365732,-0.20051317,0.10136171,-0.15026014,-0.023410847,0.08404944,0.31828654,-0.31339797,0.19916753,0.3991369,0.17065288,-0.1004154,0.63113403,0.027730484,-0.31405076,0.1299272,0.044954892,-0.18409391,0.048380107,0.09304377,0.07234677,-0.07215437,-0.2521385,0.10672158,-0.95895326,-0.37759706,0.14864561,0.23613471,0.5540476,0.029187446,-0.017512377,-0.105686426,0.16527459,0.11307385,0.025232555,-0.002925022,-0.024114436,0.18896951,-0.15050425,-0.01574076,0.32053939,-0.096119665,0.4331335855316429
hos1_nhp6a,-0.054521594,0.07276959,-0.13396691,-0.96492374,-0.037693392,-0.20419206,0.07674264,0.19490583,0.34835637,-0.18785235,0.14131448,0.1819345,-0.038875468,0.03114043,-0.07862603,-0.06030638,-0.9058343,0.03571915,0.20723945,-0.6616452,-0.13836436,0.3465223,-0.32093826,-0.28417498,0.14298701,-0.09780973,-0.0956919,0.09426961,0.37400854,-0.438658,0.16747999,0.35058987,0.16904704,-0.08646423,0.5697142,0.08530956,-0.33402893,0.07685478,0.00037343643,-0.17026143,0.03507051,0.13333468,-0.033362098,0.08133416,-0.12614344,0.15855208,-0.9229465,-0.23888539,0.13002534,0.18666436,0.5606507,0.016954003,-0.016928127,-0.10773545,0.11700685,0.019999728,-0.076855764,0.014744574,-0.021013219,0.25652534,-0.107139625,-0.032257557,0.42391738,-0.00089614233,0.3776950407222085
eaf3_nut2,-0.06004113,0.05980195,-0.1507249,-0.9730041,-0.044196915,-0.19894181,0.05193426,0.12971939,0.35305336,-0.17106915,0.16540192,0.13330695,-0.04100903,0.044214264,-0.10112273,-0.11086839,-0.908412,0.035008267,0.3639745,-0.6267284,-0.09808178,0.29386145,-0.2775666,-0.25491133,0.04350122,-0.12764958,-0.10822139,0.088140324,0.24300158,-0.34272447,0.10681101,0.43051556,0.12807564,-0.08650287,0.68161494,0.0121214595,-0.325873,0.14479072,0.0049083675,-0.15302892,0.061576493,0.11201914,0.0035456966,-0.0011736634,-0.27612028,0.066748895,-0.9506671,-0.41385514,0.11933681,0.22481352,0.5874738,0.026551612,-0.004995609,-0.12666337,0.13164844,0.043528877,0.02561768,-0.062076334,-0.006923552,0.26682073,-0.13750018,-0.015352085,0.33625114,-0.014893959,0.1792502423887859
hos2_esa1,-0.08831635,0.067576975,-0.15679021,-0.9581005,-0.038199667,-0.22067088,0.08375712,0.19064505,0.35068834,-0.18112038,0.12942336,0.15693398,-0.052857764,0.011989539,-0.08894826,-0.06292472,-0.90637565,0.036298446,0.21722704,-0.6509678,-0.13429843,0.3380264,-0.3069479,-0.2736448,0.13214588,-0.086565696,-0.08212874,0.0971539,0.38189596,-0.3960972,0.17364557,0.3239603,0.14504449,-0.07393118,0.57495713,0.07382027,-0.30809936,0.07348417,0.03533063,-0.14244632,0.038936917,0.12638213,-0.04681664,0.024346085,-0.16322295,0.12258363,-0.9426189,-0.23876804,0.13869756,0.20073283,0.5642634,0.017319037,-0.010452491,-0.108312614,0.12976322,0.017863533,-0.062325023,-0.0078755785,-0.026815303,0.23689638,-0.10434817,-0.035144895,0.40182337,-0.0020758398,0.5338324400013366
lge1_vp16,-0.04178568,0.05075553,-0.25143805,-0.97538096,-0.07734299,-0.57997346,0.0003438356,0.086334765,0.35726556,-0.23397183,0.13489625,0.14192611,0.03035847,-0.36068094,-0.3023839,-0.18610284,-0.9082304,0.048979882,0.6884671,-0.76347256,-0.15388973,0.2996248,-0.35238385,-0.13368054,0.032047067,-0.22167692,0.0139601715,0.07349503,0.26726004,-0.24723186,0.20703547,0.50371367,0.16835985,-0.1465711,0.7138107,0.0012929868,-0.2646074,0.1853336,0.05380454,-0.2004968,0.06340997,0.09838474,0.21505187,-0.22284752,-0.3606942,0.05905712,-0.9671937,-0.6169851,0.15473688,0.23221089,0.59668607,0.044836823,-0.016492315,-0.07847953,0.20297788,0.19924188,0.119907185,-0.010107247,0.005940089,0.22354236,-0.22547539,0.020015297,0.241356,-0.14883743,0.7262604941091118
med4_DAM,-0.087382644,0.08479699,-0.14924811,-0.9630135,-0.044810418,-0.16314837,0.08550262,0.14764723,0.3640687,-0.1509439,0.17549026,0.15046078,-0.041616898,0.11476785,-0.11003225,-0.068918675,-0.88956714,0.0365155,0.22628531,-0.591955,-0.09160774,0.32326737,-0.25856593,-0.26468483,0.08876987,-0.11096078,-0.11120117,0.07842059,0.31816694,-0.41148272,0.14798528,0.40291467,0.13207667,-0.0850963,0.6595837,0.042593982,-0.2767042,0.10398462,0.015325846,-0.14366016,0.038912404,0.120127626,-0.011214659,0.06893111,-0.1928226,0.09187355,-0.9374557,-0.34359154,0.13471872,0.27629247,0.5295778,0.027252566,-0.00752599,-0.12661049,0.1115039,0.022023458,-0.0319655,-0.056787606,0.014327895,0.2855938,-0.14969338,-0.015980538,0.3579987,0.021130592,0.7969350616524271
hos1_srb7,-0.045695078,0.075189374,-0.14449531,-0.9656445,-0.04222271,-0.20463806,0.081959434,0.1791319,0.34967718,-0.17422962,0.13767084,0.17144835,-0.037268467,0.058797177,-0.09231872,-0.06240234,-0.9275145,0.035534784,0.19810793,-0.6535634,-0.13790697,0.33147877,-0.30324182,-0.28926376,0.1369562,-0.10973052,-0.10048664,0.09268614,0.3464315,-0.4413494,0.16456923,0.35451242,0.16358751,-0.080941804,0.5458293,0.065774135,-0.35035455,0.09307897,-0.0082194675,-0.17158496,0.03566049,0.12757485,-0.04793939,0.11462376,-0.12028191,0.15265071,-0.92472863,-0.2268668,0.119106,0.20510083,0.5529931,0.014931068,-0.01968224,-0.13600247,0.108431846,0.021893336,-0.073051535,0.01259594,-0.018983355,0.2575997,-0.106009856,-0.037719976,0.42403677,0.00036468415,0.3687773801287883
cac2_spp1,-0.06385061,0.09434182,-0.13520171,-0.945023,-0.018764766,-0.18928865,0.06351999,0.20335843,0.33141658,-0.20391443,0.14967988,0.19131717,-0.06307665,-0.09865261,-0.09910858,-0.06469576,-0.8818538,0.038730726,0.20988621,-0.66395307,-0.090798646,0.33301574,-0.35464415,-0.28004587,0.14053367,-0.08569909,-0.10488402,0.11355131,0.39556092,-0.38509756,0.18901554,0.33887595,0.1985941,-0.12839495,0.6373731,0.0955588,-0.2907892,0.07432056,0.024501204,-0.15643786,0.039011065,0.14888534,-0.03315198,0.013374772,-0.19201429,0.16686143,-0.9354703,-0.22311871,0.13726486,0.21607383,0.4715786,0.03783938,0.00024753093,-0.10207575,0.15486716,0.014868697,-0.008402612,-0.007416105,-0.034258507,0.2331103,-0.09775668,-0.03615413,0.36394003,-0.015969882,0.2740926299405334
hhf2_cac2,-0.049233206,0.11383121,-0.12907709,-0.92030853,-0.004095393,-0.2789219,0.06907767,0.22901192,0.35323787,-0.26118624,0.13469258,0.18104404,-0.04359208,-0.11857154,-0.05326234,-0.0699665,-0.8900916,0.035927393,0.1758084,-0.70030236,-0.06424917,0.32013178,-0.40100825,-0.23987794,0.12559022,-0.07565828,-0.09415287,0.11036963,0.42126334,-0.39811087,0.19034104,0.33076158,0.21505228,-0.09284918,0.7213897,0.05934501,-0.27004355,0.050348807,0.050451223,-0.13374764,0.033224575,0.16682549,-0.031942368,0.0004359351,-0.21457899,0.16120034,-0.93923175,-0.23289642,0.16204417,0.25245452,0.40744662,0.041368324,0.0051108,-0.092442065,0.12878288,0.006680063,0.023027098,-0.021066565,-0.030682007,0.21096611,-0.11720888,-0.023224488,0.38226068,-0.041073,0.2265611207938412
gapdh_esa1,-0.103653334,0.086477906,-0.13609532,-0.9549869,-0.017084677,-0.18850017,0.08956732,0.23151909,0.3886477,-0.16094892,0.15238053,0.22371356,-0.049285755,-0.0029615096,-0.10889698,-0.06800578,-0.80126953,0.04226461,0.17235965,-0.59668404,-0.109982185,0.34559643,-0.34361398,-0.27783334,0.14649083,-0.08544079,-0.10797097,0.0690497,0.43335503,-0.45038348,0.18749754,0.37916744,0.1764799,-0.09906029,0.5822139,0.09658072,-0.23294835,0.04804222,0.043421194,-0.1229914,0.027211914,0.15939426,-0.035653174,0.027903272,-0.094343595,0.1340016,-0.92254406,-0.23410027,0.17954557,0.19827007,0.55885464,0.023513053,-0.018042821,-0.08460517,0.11637318,0.0143228145,-0.0783698,-0.036578517,-0.01664193,0.27544814,-0.14940262,-0.03288109,0.4177106,-0.012220774,0.192854444318777
hst2_pyk1,-0.10649249,0.10554614,-0.104074806,-0.9496305,0.0060847076,-0.15436198,0.10248443,0.2828717,0.37160504,-0.095607616,0.17214714,0.32509184,-0.06590967,0.024018345,-0.15383813,-0.096067026,-0.78124976,0.042126477,0.14216536,-0.51461625,-0.07674593,0.35396865,-0.44387564,-0.27442935,0.20690441,-0.078077085,-0.08682413,0.06425589,0.55104595,-0.5439079,0.24889067,0.40327823,0.21008691,-0.07483428,0.60941905,0.080392055,-0.19272822,0.039252695,0.022823531,-0.1208604,0.014406778,0.14013636,-0.0453944,0.050438847,-0.08480963,0.18195423,-0.93027675,-0.21908522,0.22688079,0.18160729,0.4954762,0.03777425,-0.0139948875,-0.0973909,0.124455445,0.013114762,-0.059263166,-0.041592274,-0.027117305,0.31560537,-0.14125556,-0.044302344,0.40386832,-0.035698105,0.2556695571153463
hos1_rpd3,-0.07184402,0.09241368,-0.13135979,-0.9612466,-0.029000994,-0.24166642,0.09549289,0.2402214,0.37712273,-0.1560478,0.14173697,0.21785012,-0.041888423,0.026146842,-0.11680048,-0.062499017,-0.8877728,0.038870625,0.13630201,-0.6232404,-0.13234897,0.36208713,-0.3858199,-0.264415,0.22235286,-0.083661124,-0.07582197,0.08290539,0.5050663,-0.4881469,0.2243655,0.3293677,0.19689624,-0.08952146,0.5560796,0.11054921,-0.28632352,0.04520039,0.017158004,-0.15079592,0.025692418,0.1320071,-0.05292303,0.08727599,-0.083097294,0.19027524,-0.9156502,-0.16552079,0.16150703,0.20110033,0.48787844,0.023043841,-0.018341282,-0.11255154,0.11752912,0.018110104,-0.081495605,0.01838285,-0.024625275,0.24890606,-0.099046096,-0.036384985,0.46408275,-0.01690612,0.350642873989511
ada2_vps71,-0.07717718,0.06583826,-0.15271002,-0.98089206,-0.049137514,-0.16955812,0.049589556,0.13608968,0.35545933,-0.14933151,0.16383119,0.18023999,-0.052681725,-0.013667525,-0.14521885,-0.08331878,-0.86916107,0.043025948,0.3242349,-0.6687348,-0.10953185,0.31735638,-0.24459802,-0.2358965,0.079915054,-0.10795851,-0.105299875,0.101882495,0.28138763,-0.34781498,0.15713261,0.41047287,0.14152816,-0.11652773,0.6221542,0.06541839,-0.29524496,0.10290859,-0.0040065832,-0.14718623,0.043912698,0.0990812,0.011266532,0.004233691,-0.20389141,0.096299104,-0.94813436,-0.35902697,0.11209405,0.19025369,0.5868194,0.02959651,-0.016693633,-0.110257305,0.13184503,0.038888056,-0.021745147,-0.0110391155,-0.015609681,0.27956712,-0.14104085,-0.023164764,0.32391125,0.01148097,0.6634538939655671
hda1_rtt102,-0.087207496,0.07137265,-0.13338108,-0.954849,-0.023478543,-0.2103251,0.081564605,0.20629305,0.34542683,-0.16249129,0.14189114,0.17438214,-0.045014087,-0.0071178284,-0.099150546,-0.06728058,-0.8947364,0.034689564,0.2130643,-0.6458886,-0.109617,0.331419,-0.34379774,-0.26216576,0.13761789,-0.09153837,-0.08687878,0.09551576,0.3812687,-0.4095678,0.17696552,0.34850216,0.16498928,-0.08509922,0.6269938,0.07724752,-0.28147632,0.06692147,0.02340963,-0.13217546,0.037816476,0.12805705,-0.036968462,0.026765153,-0.17589663,0.12518887,-0.9398844,-0.23522703,0.1490624,0.19450687,0.5275673,0.02204069,-0.0103368815,-0.108106226,0.13827172,0.019713748,-0.037626136,-0.017137853,-0.027172526,0.2391909,-0.09525564,-0.030638712,0.3906437,-0.01651824,0.2820421554059056
ldb7_hat2,-0.036371354,0.09422866,-0.11644504,-0.9558234,-0.01984215,-0.22777571,0.069053486,0.18519334,0.3094311,-0.23256186,0.13614221,0.19088006,-0.049367096,-0.05386015,-0.14143485,-0.06470625,-0.8966902,0.035932317,0.2140049,-0.6866507,-0.069117665,0.3208253,-0.36083752,-0.2369958,0.092740625,-0.0866181,-0.08825177,0.08685596,0.4029915,-0.4006351,0.16162552,0.3594235,0.1792461,-0.073938124,0.7118697,0.05738603,-0.27383286,0.06957754,0.024327613,-0.13337094,0.038053423,0.14694953,-0.027946392,0.0063372888,-0.22550139,0.12489396,-0.94502527,-0.27832693,0.13829799,0.18947825,0.44688416,0.03131696,0.0009869008,-0.09240164,0.11534154,0.011036382,0.02411511,-0.024439389,-0.018976001,0.24604346,-0.12795638,-0.03757133,0.37005275,-0.010559194,0.5571193919759073
ies5_arp9,-0.07963157,0.07062603,-0.1589309,-0.9533554,-0.033166707,-0.20871899,0.09401175,0.19285597,0.37784657,-0.1937369,0.13073768,0.18148431,-0.055054426,0.068077885,-0.05514701,-0.08326411,-0.8813639,0.041116297,0.21033493,-0.5975608,-0.11249675,0.33258092,-0.31109077,-0.3050362,0.10775485,-0.098768495,-0.10676104,0.0913822,0.34580263,-0.44552687,0.15987359,0.3842468,0.15044257,-0.06014161,0.5789893,0.031121606,-0.304224,0.091961466,0.026857223,-0.16398484,0.035204653,0.13194816,-0.043884337,0.06417354,-0.13297074,0.12476762,-0.9405644,-0.2839522,0.14654082,0.21885316,0.5685681,0.019512659,-0.013096203,-0.11646516,0.11403709,0.016926192,-0.07409455,-0.03574325,-0.02093245,0.2764233,-0.1589462,-0.049822498,0.40735194,-0.0027352788,0.4362249509263388
hda1_hat2,-0.07310185,0.08460258,-0.14388745,-0.94512624,-0.0246269,-0.24433564,0.08940737,0.21279065,0.35088837,-0.2039884,0.12926243,0.1772919,-0.050339006,-0.024302635,-0.09027181,-0.06340747,-0.89151394,0.038197093,0.17909507,-0.6582207,-0.10384694,0.3406407,-0.3553786,-0.25952238,0.14168157,-0.08047806,-0.07888383,0.099643864,0.42784503,-0.42823258,0.18055166,0.32985896,0.17791404,-0.08045452,0.6216992,0.08218104,-0.28232148,0.05551201,0.037741326,-0.1358912,0.03387063,0.1446765,-0.049774636,0.0357005,-0.15604831,0.13729753,-0.9350175,-0.21287663,0.15268876,0.20591678,0.49695846,0.022719095,-0.0084079625,-0.10322704,0.12836179,0.011951855,-0.036072932,-0.010816666,-0.028924812,0.24122857,-0.115931325,-0.039958093,0.41471854,-0.011211371,0.2089725292370093
eaf5_hat1,-0.06966099,0.08074586,-0.17870133,-0.95047235,-0.040583417,-0.15218697,0.082073726,0.17734043,0.41246608,-0.1714949,0.1241806,0.16731268,-0.044660345,0.09850343,-0.06754585,-0.07014353,-0.870705,0.045165595,0.17080244,-0.5730279,-0.12978393,0.3272807,-0.26855394,-0.2861096,0.08155395,-0.10839543,-0.120798156,0.07761982,0.32058272,-0.4451838,0.14224516,0.4093844,0.15155664,-0.070533,0.51485354,0.049982168,-0.29330927,0.08291879,0.01812444,-0.14057218,0.024707753,0.14951155,-0.042948537,0.096945256,-0.092484236,0.08918877,-0.9273259,-0.29764968,0.13234483,0.24679664,0.6122797,0.013983711,-0.021610066,-0.1330427,0.09012045,0.017937018,-0.090100676,-0.034396194,-0.01315097,0.29647318,-0.17828105,-0.034667928,0.42080504,-0.006955281,0.5655966339507588
