,embed1_1,embed1_2,embed1_3,embed1_4,embed1_5,embed1_6,embed1_7,embed1_8,embed1_9,embed1_10,embed1_11,embed1_12,embed1_13,embed1_14,embed1_15,embed1_16,embed1_17,embed1_18,embed1_19,embed1_20,embed1_21,embed1_22,embed1_23,embed1_24,embed1_25,embed1_26,embed1_27,embed1_28,embed1_29,embed1_30,embed1_31,embed1_32,embed1_33,embed1_34,embed1_35,embed1_36,embed1_37,embed1_38,embed1_39,embed1_40,embed1_41,embed1_42,embed1_43,embed1_44,embed1_45,embed1_46,embed1_47,embed1_48,embed1_49,embed1_50,embed1_51,embed1_52,embed1_53,embed1_54,embed1_55,embed1_56,embed1_57,embed1_58,embed1_59,embed1_60,embed1_61,embed1_62,embed1_63,embed1_64,flow_seq_score
gapdh_dpd4,-0.07291619,0.102399796,-0.11817666,-0.93841946,-0.002226452,-0.16689688,0.07813574,0.1938201,0.34929654,-0.22879243,0.17733017,0.14877479,-0.058321558,0.024591932,-0.15082996,-0.06571229,-0.83026916,0.033651732,0.1547646,-0.59575427,-0.055834983,0.3036587,-0.34442484,-0.2890464,0.0849342,-0.09981066,-0.14497894,0.03242751,0.33269098,-0.39510483,0.14004247,0.41771838,0.19022831,-0.10564132,0.7114028,0.06872542,-0.23626447,0.060632277,0.035016704,-0.122545995,0.038080428,0.2026583,-0.0018369894,0.030203078,-0.13275528,0.10493131,-0.93418103,-0.26832074,0.1583086,0.26507375,0.50396967,0.031871114,-0.010376249,-0.07385728,0.098868325,0.008605193,-0.014283175,-0.10374076,0.019500216,0.23203628,-0.18292187,-0.03522806,0.37626424,-0.022000454,0.1816573835358925
hda1_med7,-0.064388074,0.053556647,-0.124949835,-0.96787983,-0.03319238,-0.20757702,0.06352923,0.14226499,0.33030033,-0.17181315,0.12808527,0.09063261,-0.04086329,-0.023226807,-0.113229126,-0.05388066,-0.9315536,0.029851714,0.2247713,-0.6879304,-0.10426535,0.27967736,-0.23162921,-0.2415382,0.06554376,-0.092490576,-0.09501596,0.098444305,0.24774818,-0.30016565,0.12597282,0.3472085,0.12927638,-0.07784344,0.66011995,0.060664397,-0.3327869,0.07689758,0.033590153,-0.11196907,0.04987227,0.10982083,-0.03446405,0.020643624,-0.21984613,0.063154206,-0.94425577,-0.21006297,0.10687307,0.18344302,0.53550994,0.015544793,-0.009325948,-0.10034981,0.121876344,0.019747812,-0.015232996,-0.026446149,-0.035162613,0.16924605,-0.08281848,-0.03310869,0.33452,-0.0066195605,0.3352933272455069
hmt2_gapdh,-0.09429867,0.08642569,-0.13279821,-0.90568507,-0.0017864686,-0.28396118,0.087197505,0.23392558,0.39577612,-0.23899613,0.12511544,0.1424455,-0.039088424,-0.014532405,-0.087438986,-0.051611923,-0.8859475,0.034014333,0.09390228,-0.6232142,-0.108919784,0.34553966,-0.3738575,-0.2759752,0.168786,-0.07024956,-0.09986872,0.06960805,0.46530297,-0.44656673,0.17270035,0.32461703,0.21687834,-0.08323724,0.6129076,0.11036047,-0.24952623,0.027536804,0.064524285,-0.121896945,0.026582759,0.19556072,-0.051832803,0.04421177,-0.08165966,0.1432077,-0.90580887,-0.15353465,0.16911343,0.25431147,0.48392272,0.020232426,-0.018205794,-0.08173327,0.1084329,0.0039002323,-0.06768111,-0.029330961,-0.016484551,0.188429,-0.123299584,-0.04174136,0.46402454,-0.035521913,0.2088710851418405
hos1_mig1,-0.020868137,0.029698683,-0.1343556,-0.9784938,-0.04634012,-0.37417075,0.006197902,0.09345851,0.33192888,-0.22208674,0.12700945,0.064173795,-0.02545559,-0.12535132,-0.1734338,-0.119920336,-0.96719915,0.032742824,0.52062154,-0.7588468,-0.096306935,0.2104723,-0.24819113,-0.21515961,0.028599223,-0.15559815,-0.10581021,0.11964999,0.1405511,-0.23069535,0.07609215,0.41265172,0.114002846,-0.075661555,0.70320225,-0.03051198,-0.40134078,0.16106682,0.009309313,-0.11804418,0.09275472,0.09283325,0.015375169,-0.11983967,-0.37373656,0.04595583,-0.9670281,-0.35429373,0.07750175,0.18541494,0.57753295,0.021026785,-0.013231798,-0.095570944,0.13906448,0.061798267,0.045129806,-0.041282423,-0.031813584,0.14291899,-0.097687416,-0.030386033,0.32046294,-0.02925179,0.2829670655618944
ada2_snf11,-0.034354817,0.057699513,-0.117844276,-0.9717916,-0.040019438,-0.19877186,0.04926866,0.11758993,0.33699957,-0.19291867,0.13913363,0.08782813,-0.032300547,-0.046846014,-0.09250206,-0.07066003,-0.9433509,0.032079227,0.32674238,-0.7182622,-0.090235226,0.25550172,-0.20907232,-0.26024404,0.053268246,-0.16141686,-0.13534702,0.10231902,0.17349406,-0.28079322,0.082671806,0.4133757,0.129201,-0.102167964,0.6966752,0.04624877,-0.35096017,0.11870861,-0.009620034,-0.14552753,0.05941102,0.112829536,0.012735676,0.013829606,-0.23833038,0.07232165,-0.9497772,-0.26540607,0.07976534,0.21366209,0.5418538,0.015379991,-0.0154597685,-0.0913594,0.11860067,0.028833086,-0.0042970967,-0.033852573,-0.00723898,0.16635473,-0.09178764,-0.01815272,0.33340713,0.0020572317,0.7200259716752013
eaf5_ldb7,-0.047052853,0.07821165,-0.12390848,-0.9690778,-0.029752657,-0.1518436,0.054154675,0.13738418,0.34742397,-0.18430227,0.16502996,0.09923622,-0.04406416,0.05166752,-0.118610986,-0.07771777,-0.9348178,0.029615918,0.21386959,-0.6558955,-0.07780517,0.25452206,-0.22755127,-0.2419552,0.05196874,-0.12478893,-0.13065745,0.09118852,0.20359784,-0.32617724,0.11868368,0.3907057,0.14344093,-0.06496279,0.6788618,0.01621758,-0.3354141,0.100333974,0.010004593,-0.12756796,0.047048923,0.11678612,-0.01808668,0.053078666,-0.22735053,0.066992655,-0.95562494,-0.26370522,0.09156714,0.24917124,0.51397824,0.019591007,-0.0110646915,-0.13846558,0.101460785,0.018717343,0.005195937,-0.062421925,-0.008642653,0.18898904,-0.10624062,-0.029764961,0.33722535,-0.01845476,0.6648128690829808
gapdh_snf11,0.006658455,0.10491859,-0.12607096,-0.9056365,-0.010330058,-0.3277955,0.06673234,0.17935309,0.4266767,-0.30752733,0.09067485,0.12217036,-0.0014332967,-0.012736903,-0.053847797,-0.08023995,-0.9130634,0.034969255,0.16686366,-0.6161458,-0.07819276,0.27219594,-0.40160257,-0.28999567,0.103573926,-0.12731631,-0.14266732,0.033202656,0.3014007,-0.45725387,0.11715661,0.4455655,0.2719652,-0.14516965,0.6473033,0.048164118,-0.28707594,0.07965739,0.017856948,-0.17224568,0.02849338,0.24845476,0.02083079,0.07553989,-0.10506051,0.16139832,-0.9064381,-0.2535358,0.13193451,0.33821374,0.42811325,0.03111693,-0.025925538,-0.08264823,0.0693472,0.022804651,-0.03207453,-0.055156503,0.01448351,0.18526964,-0.23449814,-0.044952262,0.5134384,-0.059357032,0.2788371947580089
esa1_bre2,-0.05731502,0.0834176,-0.15541193,-0.9549656,-0.03819383,-0.22227208,0.069760285,0.17184907,0.36412218,-0.24474293,0.11145421,0.12259078,-0.05388663,-0.05714277,-0.05863042,-0.04270268,-0.8910767,0.039759282,0.18253992,-0.7118591,-0.13068274,0.32241103,-0.24880797,-0.26381353,0.097888954,-0.08506853,-0.096245326,0.10874786,0.33994982,-0.3490925,0.13403983,0.33174357,0.15653755,-0.107496254,0.5846256,0.111827284,-0.31190163,0.059555262,0.035167873,-0.1373457,0.038681306,0.15763098,-0.034457374,0.028362462,-0.14577438,0.09776792,-0.9209132,-0.19508609,0.102814056,0.21370234,0.5478066,0.013760306,-0.008889774,-0.094619416,0.11797418,0.01104357,-0.059456676,-0.0011977962,-0.018101167,0.20834637,-0.122492634,-0.033469297,0.41745773,0.0002889947,0.4452941834333382
bre2_arp6,-0.062194508,0.08444501,-0.1438348,-0.9496964,-0.03413904,-0.23787707,0.072356105,0.19859432,0.39425364,-0.23663141,0.122114904,0.1332373,-0.029466256,-0.0050624507,-0.02381039,-0.042752918,-0.89980304,0.040367816,0.14470302,-0.69044787,-0.13330704,0.33912432,-0.29981256,-0.28811327,0.12788744,-0.07889546,-0.08985937,0.11540399,0.36549732,-0.39225343,0.14574318,0.3340892,0.1739906,-0.11013815,0.5846575,0.11701418,-0.30002618,0.053682018,0.030643914,-0.14689627,0.029378809,0.16434042,-0.03440878,0.07206497,-0.12272106,0.12938394,-0.8942423,-0.18661875,0.116899036,0.23288512,0.5312489,0.017461203,-0.0050846217,-0.09579139,0.11206403,0.011512044,-0.08665765,0.007908966,-0.021029875,0.21191275,-0.11562108,-0.032079685,0.450766,0.00033225786,0.2424268829979412
cac2_med4,-0.05070677,0.08803252,-0.119057804,-0.9475216,-0.016617898,-0.23251992,0.06738222,0.15950614,0.3451135,-0.23586445,0.13754633,0.111354485,-0.045637287,-0.04811507,-0.07653823,-0.054564163,-0.90634775,0.033585154,0.1882496,-0.69104815,-0.08107714,0.29301575,-0.30166835,-0.27279532,0.09006343,-0.07948273,-0.09443288,0.099565,0.30915952,-0.35195008,0.13466604,0.33367264,0.17374803,-0.107327804,0.6854445,0.0750943,-0.3032945,0.07684485,0.04206794,-0.12746114,0.040703032,0.16776204,-0.024228595,1.4356024e-05,-0.21381532,0.09525885,-0.9366401,-0.21209742,0.10652894,0.24550298,0.46908316,0.024646038,-0.00047742654,-0.09178503,0.12144011,0.009878134,-0.0023389782,-0.047453076,-0.009283871,0.19142833,-0.10958812,-0.04104092,0.3870604,-0.012774975,0.3950038316893936
htl1_empty,-0.08765951,0.06314404,-0.116346315,-0.97337484,-0.031066602,-0.10083247,0.048135046,0.17026007,0.33351585,-0.13876837,0.18626052,0.3024302,-0.024207013,0.014492136,0.03582087,-0.06428824,-0.91779053,0.0350932,0.30262813,-0.7115347,-0.120415755,0.4077126,-0.25961217,-0.24586414,0.045666203,-0.09242522,-0.10013311,0.13003455,0.37704182,-0.49924892,0.17106126,0.33371937,0.1434733,-0.07549744,0.55022186,-0.010569354,-0.28328386,0.13756777,0.035798028,-0.12706408,0.039807636,0.11658761,-0.0028175001,-0.008636542,-0.23436289,0.090435565,-0.9529188,-0.49154076,0.11700398,0.17700984,0.65538806,0.011517743,-0.008754515,-0.13273932,0.12818266,0.03086941,-0.07474895,-0.023797775,-0.017617032,0.4229398,-0.098205976,-0.04159515,0.45227444,-0.008106809,0.3605793849615359
DAM_vp16,-0.0426395,0.12689976,-0.1144763,-0.969291,-0.035765838,-0.23004842,0.070555046,0.17866457,0.42197827,-0.17822613,0.15089697,0.18508896,-0.018897282,0.00775706,-0.080491416,-0.036727726,-0.863103,0.04526466,0.10630371,-0.6408804,-0.07624875,0.38364306,-0.33430776,-0.20631492,0.15530375,-0.0662992,-0.080252714,0.076975375,0.49654713,-0.47245494,0.15738668,0.38515905,0.1904505,-0.11681454,0.7404515,0.1370737,-0.20977953,0.039078873,0.04154549,-0.12808804,0.011447783,0.14283894,-0.009568909,0.08529573,-0.110773295,0.13003741,-0.8947539,-0.21845439,0.13522783,0.24391377,0.34585524,0.03524513,-0.003182231,-0.06352011,0.095854536,0.01117975,-0.02137053,-0.012003669,0.005166437,0.26851115,-0.13081913,-0.018761257,0.45255354,0.015366133,0.671387306581906
hat2_tdh3,-0.025036752,0.12267641,-0.13359085,-0.91828924,-0.0078105773,-0.3622114,0.0859199,0.19070242,0.3901964,-0.315395,0.106434084,0.15362585,-0.02926716,-0.087473385,-0.046092663,-0.05518986,-0.8844578,0.041581158,0.13057037,-0.6611358,-0.07449892,0.33470678,-0.3264124,-0.2563344,0.11901175,-0.0678714,-0.09810055,0.07575193,0.45952407,-0.45500523,0.14091791,0.3465733,0.22911872,-0.11528865,0.67003125,0.0950547,-0.27332923,0.060111836,0.08329631,-0.13279384,0.03291493,0.25098112,-0.03389177,0.014860048,-0.12384453,0.13397531,-0.9088764,-0.20398304,0.14690326,0.28359666,0.3946725,0.03253929,-0.008812718,-0.07203085,0.10019928,0.0074132103,-0.015642263,-0.035718348,-0.008886092,0.2312215,-0.18693882,-0.05072949,0.5100568,-0.02056015,0.2356045298388537
empty_vp16,0.036152873,0.13672394,-0.08683907,-0.95296794,0.01699799,-0.43584478,0.09125287,0.1570878,0.33794925,-0.060809523,0.15690479,0.40279597,0.050650977,-0.09527849,-0.31869406,-0.07280715,-0.80784404,0.07504705,0.30851856,-0.6446938,-0.057820432,0.38817084,-0.31127048,-0.24584286,0.09855323,-0.13333452,-0.041180678,0.082868695,0.49886474,-0.56139183,0.23968767,0.52492756,0.17142585,-0.07446953,0.8530571,0.07459801,-0.07943502,0.05562462,0.097873725,-0.07410255,0.05451958,0.21422127,0.039400782,-0.05906754,-0.2859441,0.11462339,-0.9009723,-0.5047839,0.28452024,0.1850027,0.1789027,0.0991134,0.06518125,0.0041519445,0.13629967,0.045020275,0.082510635,-0.037411857,0.02934054,0.42804456,-0.15901531,-0.023119219,0.3846548,0.00878512,0.4467690577665707
dpd4_snf11,-0.009451972,0.07841324,-0.14369257,-0.94969827,-0.030094996,-0.23953803,0.0538743,0.13476333,0.32967895,-0.26651186,0.123471625,0.12835704,-0.036175076,0.0075957947,-0.11749068,-0.08349745,-0.9204266,0.03965925,0.32647145,-0.63750774,-0.08396429,0.24397705,-0.25712392,-0.2790263,0.053765856,-0.18134241,-0.1643017,0.06244593,0.20761612,-0.37972632,0.08179359,0.45262182,0.17045201,-0.122411974,0.6806336,0.022613434,-0.3118102,0.12761483,-0.027393706,-0.1598873,0.05411639,0.18512902,0.02947393,-0.003795131,-0.20260867,0.093657374,-0.94366497,-0.350465,0.10499166,0.2582193,0.5341238,0.026406247,-0.023771057,-0.095822446,0.10702619,0.034967087,-0.0062064813,-0.06763869,0.020495623,0.21694873,-0.2226985,-0.033030633,0.39384302,-0.012252956,0.4195613530013197
arp9_hmt2,-0.06311088,0.068317555,-0.14878453,-0.9414806,-0.029301748,-0.2663433,0.077867694,0.16416813,0.3863387,-0.24114546,0.10265752,0.10238431,-0.04397787,0.013584942,-0.051435266,-0.061799496,-0.9227464,0.03444707,0.17560765,-0.6294716,-0.118901916,0.30664444,-0.28273734,-0.29784513,0.08453134,-0.087193765,-0.10134857,0.09352317,0.3083102,-0.37513503,0.13153999,0.3507749,0.15043782,-0.07377857,0.5907986,0.06125161,-0.33903563,0.07704717,0.0367746,-0.14356042,0.044858005,0.15956646,-0.05067151,0.064783216,-0.15514988,0.08900476,-0.9198726,-0.20910722,0.110032156,0.24986868,0.53823155,0.017132167,-0.005326608,-0.10431356,0.098680675,0.012335064,-0.065354906,-0.02870955,-0.018939815,0.20023762,-0.13102725,-0.04726986,0.43544176,-0.008074707,0.2318128448300611
gcn5_swc5,-0.09635556,0.07121504,-0.14844081,-0.9625262,-0.041990962,-0.18896736,0.062407687,0.1777395,0.33465207,-0.23327796,0.14397019,0.1311552,-0.048476413,-0.02901777,-0.09596839,-0.05142455,-0.82852364,0.045843188,0.24784152,-0.68749344,-0.111910656,0.3114502,-0.22864272,-0.2305245,0.057112645,-0.09207046,-0.12192269,0.08957452,0.29068846,-0.31492153,0.12195343,0.39239702,0.12793934,-0.09177957,0.6619405,0.09732017,-0.25826365,0.053341683,0.02628423,-0.109616935,0.040467966,0.14623591,0.0046125446,-0.04125442,-0.18863435,0.06251349,-0.9344462,-0.32418475,0.12140548,0.18828033,0.5998521,0.017936781,-0.008312316,-0.08166637,0.12191118,0.0156141855,-0.0439664,-0.039819807,-0.0006049975,0.24643388,-0.16904359,-0.009404384,0.3524575,0.013988643,0.3696763936215184
dpd4_rtt102,-0.09885999,0.046538368,-0.12443403,-0.9703038,-0.029033447,-0.22724359,0.016211651,0.1234582,0.24713875,-0.25506997,0.16975822,0.11071749,-0.05237251,-0.105577916,-0.18680976,-0.09095323,-0.8978824,0.033746693,0.47469187,-0.7408896,-0.084152,0.22353266,-0.21940947,-0.26741946,0.025542466,-0.13423558,-0.143782,0.10126947,0.18451004,-0.24729125,0.10864202,0.39456353,0.089572966,-0.09860544,0.74995345,-0.006690887,-0.30585337,0.13505203,0.005335241,-0.09857185,0.09688173,0.14527853,0.05530378,-0.2126307,-0.38932306,0.048239954,-0.9626483,-0.45137474,0.099401034,0.21182235,0.6366084,0.028031925,-0.0018444089,-0.08684306,0.16534983,0.03248095,0.031658504,-0.097965345,0.0267122,0.21881336,-0.14217725,-0.0056074113,0.26156536,0.007389307,0.1829162367182145
hos1_srb7,-0.049981073,0.07882308,-0.1406427,-0.955378,-0.030810392,-0.22370468,0.07944617,0.2026813,0.35605863,-0.18563564,0.121607095,0.1504326,-0.04537827,-0.009563544,-0.07265383,-0.05489994,-0.91936743,0.038584646,0.16605665,-0.68671334,-0.14679988,0.31044292,-0.29409966,-0.30138475,0.13924822,-0.115368485,-0.10274469,0.10715789,0.33504677,-0.39904347,0.17604168,0.3361634,0.1692348,-0.0796679,0.5375824,0.0783842,-0.34006178,0.06667242,0.025445614,-0.14613259,0.03671117,0.13910726,-0.05967076,0.06801417,-0.11687237,0.13959675,-0.9268478,-0.16269094,0.12029079,0.19319762,0.5601405,0.012860304,-0.013048028,-0.11592831,0.11343878,0.015678113,-0.07978158,0.0137662245,-0.03667725,0.20398222,-0.098210864,-0.043219082,0.41653702,-0.012034562,0.3687773801287883
arp6_hat2,-0.034706455,0.084027305,-0.13056765,-0.9367283,-0.024663368,-0.33348453,0.07529802,0.17960331,0.3634454,-0.28169665,0.10714692,0.117297545,-0.031988524,-0.060709048,-0.037430786,-0.053911928,-0.9288232,0.03766706,0.18610288,-0.7129656,-0.10352129,0.32171315,-0.3340816,-0.26087764,0.11424407,-0.065013625,-0.07994929,0.109636866,0.3858939,-0.37609273,0.13328147,0.29573816,0.18750113,-0.08454101,0.6501127,0.0914532,-0.33426914,0.06782005,0.05044702,-0.14038032,0.042488083,0.17609219,-0.04876667,0.019197818,-0.1803249,0.119880594,-0.9153905,-0.180027,0.11734658,0.22210582,0.45689797,0.02256666,-0.00088017096,-0.085879944,0.118260644,0.010897256,-0.016671624,0.0017315772,-0.03670783,0.1938265,-0.11938006,-0.045885783,0.46119964,-0.009818907,0.342485574103572
lge1_hat2,-0.044744927,0.04800001,-0.16506428,-0.96749264,-0.03804597,-0.46180803,0.02233637,0.12996642,0.3315458,-0.29787347,0.10001254,0.10612734,-0.037775654,-0.22641264,-0.168175,-0.103994526,-0.93082386,0.04058178,0.45646092,-0.7742292,-0.111923404,0.27207553,-0.29961786,-0.20005919,0.051787306,-0.110493146,-0.07829683,0.108389124,0.29122028,-0.28376332,0.15748231,0.38431734,0.16301268,-0.09376336,0.6736077,0.0129875,-0.3334239,0.111422494,0.04792858,-0.11672145,0.07690562,0.13668083,0.028878102,-0.1433342,-0.3167265,0.0775631,-0.95637596,-0.37155032,0.1260618,0.17633934,0.55280495,0.027663147,-0.007669636,-0.07438218,0.138468,0.06047468,0.04040001,-0.01594348,-0.030310884,0.1675187,-0.15433094,-0.025211144,0.35304204,-0.052801087,0.4067892169420382
hda1_ada2,-0.055940166,0.07560978,-0.12953141,-0.9659953,-0.030717291,-0.2036896,0.06465656,0.15881717,0.34170187,-0.18088593,0.12724082,0.11855615,-0.038790632,-0.028171586,-0.08012819,-0.04239674,-0.9167968,0.03384449,0.17354356,-0.69339615,-0.09903954,0.31370977,-0.25361007,-0.24424443,0.09192507,-0.08588134,-0.087551825,0.10488744,0.30610943,-0.3452116,0.13766803,0.33212653,0.14790459,-0.091663845,0.663791,0.08570219,-0.30282685,0.061957087,0.028221836,-0.12477848,0.03478323,0.11828075,-0.033665095,0.045951817,-0.18551655,0.091772385,-0.9319956,-0.18171142,0.10420706,0.19500014,0.48407486,0.016932033,-0.001127334,-0.09578172,0.11896374,0.0141047025,-0.027644735,-0.010279968,-0.026384175,0.19018087,-0.085457,-0.03363087,0.35061577,-0.00071623,0.2364268868630027
esa1_eaf3,-0.060361467,0.052772973,-0.13701499,-0.97251236,-0.041804448,-0.17977917,0.05638319,0.12432666,0.32887208,-0.17406039,0.13289392,0.0862865,-0.0523346,0.015305627,-0.106623404,-0.053261474,-0.94071037,0.027847728,0.23390448,-0.6770656,-0.10317984,0.27789146,-0.21686551,-0.24008696,0.05391977,-0.09019548,-0.09473978,0.09932885,0.21230096,-0.2838598,0.118768856,0.34702232,0.1143151,-0.06512198,0.67193013,0.045383584,-0.34623897,0.089441694,0.025103604,-0.122507155,0.049806196,0.097186066,-0.035384182,0.028362388,-0.24847423,0.05859684,-0.947839,-0.23790945,0.08972497,0.19868205,0.5380161,0.013648137,-0.0055756117,-0.11465022,0.12480066,0.016927551,-0.01651211,-0.030121848,-0.025946029,0.17800973,-0.08024431,-0.030108936,0.2989296,0.0007881165,0.4299470741517019
btt1_spp1,-0.08533216,0.07912465,-0.113939464,-0.9659632,-0.019069346,-0.10156887,0.051724162,0.1817505,0.28360465,-0.1839278,0.16743676,0.17710198,-0.05302659,-0.11493908,-0.14533305,-0.04457896,-0.88576025,0.036893032,0.20985284,-0.7149002,-0.11282419,0.30606574,-0.25361994,-0.28872177,0.11094022,-0.099186815,-0.13776568,0.10914127,0.32304984,-0.30878752,0.17120081,0.33059928,0.17355867,-0.15466477,0.62425965,0.12256921,-0.29058552,0.07086243,0.02029769,-0.12572452,0.051441398,0.13404675,-0.023147928,-0.007076886,-0.165804,0.1289777,-0.94192517,-0.21685626,0.1138323,0.16123408,0.5434482,0.024143336,-0.011521469,-0.08895216,0.14644857,0.010578078,-0.03149512,0.0056960024,-0.029668357,0.22059175,-0.086619005,-0.03827374,0.3086946,-0.002547517,0.3046034573423647
hos1_pyk1,-0.05692505,0.083057776,-0.12255913,-0.95732343,-0.01857039,-0.23767595,0.07143292,0.17607895,0.37378445,-0.18310112,0.1282546,0.12540714,-0.020780005,-0.027573118,-0.086692624,-0.050763223,-0.91238743,0.0364765,0.13666914,-0.67971295,-0.098837145,0.3014492,-0.27792096,-0.24807884,0.11438131,-0.09386575,-0.103276625,0.09433102,0.3426152,-0.38806772,0.14347953,0.34340873,0.17628075,-0.09845528,0.6229396,0.082496926,-0.29386008,0.056609616,0.043395348,-0.11324381,0.030814264,0.14555654,-0.038375378,0.051944084,-0.12574415,0.10178904,-0.92527467,-0.16355093,0.11750919,0.21331991,0.4734709,0.017596504,-0.016089318,-0.093883544,0.10146173,0.012428589,-0.036330864,-0.020462157,-0.02729402,0.18988375,-0.10846676,-0.04007423,0.40109488,-0.020815382,0.2589558488399273
hmt2_vps71,-0.05838092,0.07605902,-0.1554931,-0.9436019,-0.024766086,-0.25721943,0.0652093,0.18311498,0.41366845,-0.23361738,0.10103027,0.14777972,-0.041298114,-0.07376532,-0.01302756,-0.05217094,-0.9000375,0.038987942,0.15520753,-0.69309515,-0.12928224,0.33455804,-0.3000736,-0.2664295,0.10619575,-0.077495694,-0.08871383,0.1140826,0.35687923,-0.40557075,0.14128962,0.3320491,0.17594078,-0.09066075,0.5593982,0.088246495,-0.30543345,0.06566689,0.05483448,-0.1345882,0.03218159,0.1780767,-0.041338615,0.02733355,-0.13585944,0.107365,-0.9226183,-0.20074788,0.113833085,0.22703297,0.5435223,0.015773669,-0.009463883,-0.09415421,0.10398403,0.008653077,-0.061213546,-0.007936348,-0.026471468,0.20655727,-0.12561542,-0.038525507,0.46756095,-0.009481403,0.3136757006558804
bre2_lge1,-0.05079994,0.0603535,-0.17082527,-0.9650086,-0.04021346,-0.35428685,0.03598631,0.1503899,0.32282773,-0.30796963,0.101921245,0.102869004,-0.046010032,-0.2426583,-0.11707109,-0.06920376,-0.92048985,0.03985253,0.3851032,-0.7982151,-0.11840872,0.2862368,-0.26274392,-0.20735851,0.058401093,-0.117116615,-0.09419986,0.1157415,0.268644,-0.27277786,0.1470764,0.36502567,0.16843016,-0.12944001,0.63582265,0.076530255,-0.3269649,0.0856634,0.028552534,-0.12982404,0.06298338,0.14862067,0.03997525,-0.0990882,-0.24284734,0.08848673,-0.9519925,-0.295041,0.10840654,0.19599792,0.5649751,0.021121005,-0.00883993,-0.07378891,0.1356882,0.04364887,0.006301723,0.0056062345,-0.015624702,0.16470726,-0.14514878,-0.013386481,0.36701548,-0.03374614,0.2615603327286413
lge1_med4,-0.07599079,0.030795397,-0.17675151,-0.9749181,-0.050974995,-0.4223018,-0.010889083,0.08439728,0.30503726,-0.25508028,0.14286669,0.09494394,-0.0722336,-0.26104113,-0.21426918,-0.13274473,-0.94296014,0.033700157,0.62734807,-0.8004343,-0.10233786,0.22678104,-0.28218743,-0.18880194,0.021549128,-0.14272127,-0.078760386,0.12956376,0.19197999,-0.22335227,0.1311957,0.39036834,0.099029206,-0.071296275,0.69835186,-0.04534979,-0.33057797,0.1594813,0.034154553,-0.09402576,0.11023133,0.09211937,0.08343481,-0.2813645,-0.41751483,0.036627457,-0.97494376,-0.5134881,0.08793871,0.19390316,0.64311266,0.024017908,-0.01452502,-0.09223475,0.16737066,0.06897562,0.061488315,-0.06942457,0.0051020235,0.17908059,-0.13527994,-0.01218801,0.28613806,-0.039197586,0.5894958082665598
lge1_med7,-0.04824964,0.027090842,-0.17594144,-0.97917783,-0.061532155,-0.47017547,-0.016713524,0.10731046,0.30263123,-0.30773678,0.12999679,0.09720558,-0.061359998,-0.29260674,-0.22349642,-0.12635556,-0.94956,0.03709354,0.66169065,-0.8366137,-0.12081173,0.23231563,-0.3107468,-0.18552132,0.029437022,-0.13233061,-0.063120596,0.12930597,0.2534329,-0.23096561,0.16229512,0.38928902,0.14071481,-0.08216494,0.66089284,-0.01665569,-0.3681459,0.15615895,0.029172681,-0.116806895,0.109166004,0.088833295,0.07307068,-0.22387396,-0.39571846,0.054149207,-0.97417325,-0.4804379,0.10205705,0.16210037,0.62443125,0.025488358,-0.017984958,-0.0801585,0.16477033,0.09129682,0.08703088,-0.0314224,-0.022823108,0.16937931,-0.13345194,-0.01871006,0.325749,-0.06880199,0.5934937333729853
eaf5_spp1,-0.08253804,0.07336132,-0.12952274,-0.96856374,-0.02771983,-0.114063814,0.06909472,0.1734821,0.31711364,-0.16900778,0.15135156,0.12054803,-0.05052414,-0.0010416846,-0.09486648,-0.047089186,-0.9026132,0.032004613,0.18280801,-0.6906665,-0.11795605,0.2956237,-0.22887906,-0.28745914,0.08285231,-0.10372672,-0.11946361,0.11588542,0.24298172,-0.31004995,0.14548488,0.3373718,0.14481764,-0.10713572,0.58591205,0.074820444,-0.31051818,0.077893704,0.012120631,-0.12376155,0.041575868,0.12351349,-0.03796517,0.037754767,-0.16991761,0.09753415,-0.94461185,-0.21225536,0.09565554,0.19680253,0.57990956,0.011648638,-0.010934972,-0.12583786,0.13023856,0.013397372,-0.07251869,-0.015147422,-0.02370909,0.21571735,-0.09961731,-0.036697626,0.33344406,0.00061701506,0.6316078201188855
esa1_ldb7,-0.064572036,0.069414,-0.12852198,-0.9708508,-0.037395995,-0.1445251,0.061274126,0.13121362,0.32864884,-0.17097951,0.15705621,0.10101382,-0.046776555,0.060679406,-0.13158146,-0.046006136,-0.93291986,0.024870042,0.18952055,-0.66095257,-0.09387293,0.29636312,-0.22961925,-0.23951556,0.06866414,-0.091011755,-0.103214994,0.08348014,0.24190521,-0.32304648,0.12228586,0.3525327,0.12784325,-0.07379916,0.67926013,0.06137075,-0.32302,0.07829996,0.0144169135,-0.13512638,0.038193237,0.104218826,-0.029026268,0.08665128,-0.20297678,0.080287024,-0.94439685,-0.21759647,0.09405686,0.20651421,0.5088614,0.015284118,-0.0093239285,-0.11425923,0.112972714,0.013554956,-0.025015293,-0.026894612,-0.010171523,0.19455215,-0.08499956,-0.031622246,0.3034969,0.0009330182,0.5524200641550703
